MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	sample_name	cell_count	collection_timestamp	description	ATTRIBUTE_diet_intervention	dna_extracted	elevation	empo_1	empo_2	empo_3	empo_4	env_biome	env_feature	env_material	env_package	geo_loc_name	ATTRIBUTE_host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	katharo_strains	katharoseq_aliquot_volume_ul	katharoseq_batch_information	katharoseq_plate_number	latitude	longitude	ATTRIBUTE_mouse_age	ATTRIBUTE_mouse_gender	mouse_genotype	mouse_id	ATTRIBUTE_mouse_treatment	number_on_plate	physical_specimen_location	physical_specimen_remaining	plate_well	qiita_study_id	sample_handling	ATTRIBUTE_sample_type	scientific_name	ATTRIBUTE_sex	sub_project	ATTRIBUTE_subproject	taxon_id	time_point	title	tube_id	volume	scrub_control	well_id	well_id_96	run	katharoseq_cell_count	katharoseq_strain	genotype	genotype_diet_gender	genotype_treatment	plate	sample_handling.1	submitted_mak_plate	subproject_verbose	genotype_gender_age	genotype_diet	ATTRIBUTE_host_age_numeric	sample_name_original	sample_name_qiita	SampleType_QCMXP	Order	Batch
MSV000093184	15108_2544_WT_normaldiet_male_4mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2544	not applicable	male	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2544.WT.sub1.4mo.fecal	MSV000093184_2544	not applicable	not applicable	not applicable	15108.2544.WT.sub1.4mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	4	months	not specified	not specified	not specified	not specified	not specified	not specified	2544	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	4	male	wild type control	2544	normal diet	37	UCSD	FALSE	E-5	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	male	not specified	1	410661		Mak_dapensutrile	363205610	1 pellet					0	not applicable	wild type control	WT_RC_male	WT_RC	1	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	1	Ctns vs WT, baseline study	WT_RC_male_4		4	15108.2544.WT.normaldiet.male.4mo.fecal	15108.2544.WT.sub1.4mo.fecal	unknown	268	1
MSV000093184	15108_2544_WT_normaldiet_male_6mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2544	not applicable	male	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2544.WT.sub1.6mo.fecal	MSV000093184_2544	not applicable	not applicable	not applicable	15108.2544.WT.sub1.6mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	6	months	not specified	not specified	not specified	not specified	not specified	not specified	2544	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	6	male	wild type control	2544	normal diet	43	UCSD	FALSE	C-6	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	male	not specified	1	410661		Mak_dapensutrile	363205599	1 pellet					0	not applicable	wild type control	WT_RC_male	WT_RC	1	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	1	Ctns vs WT, baseline study	WT_RC_male_6		6	15108.2544.WT.normaldiet.male.6mo.fecal	15108.2544.WT.sub1.6mo.fecal	unknown	229	1
MSV000093184	15108_2544_WT_normaldiet_male_9mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2544	not applicable	male	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2544.WT.sub1.9mo.fecal	MSV000093184_2544	not applicable	not applicable	not applicable	15108.2544.WT.sub1.9mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	9	months	not specified	not specified	not specified	not specified	not specified	not specified	2544	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	9	male	wild type control	2544	normal diet	49	UCSD	FALSE	A-7	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	male	not specified	1	410661		Mak_dapensutrile	363205663	1 pellet					0	not applicable	wild type control	WT_RC_male	WT_RC	1	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	1	Ctns vs WT, baseline study	WT_RC_male_9		9	15108.2544.WT.normaldiet.male.9mo.fecal	15108.2544.WT.sub1.9mo.fecal	unknown	299	1
MSV000093184	15108_2545_WT_normaldiet_male_12mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2545	not applicable	male	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2545.WT.sub1.12mo.fecal	MSV000093184_2545	not applicable	not applicable	not applicable	15108.2545.WT.sub1.12mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	12	months	not specified	not specified	not specified	not specified	not specified	not specified	2545	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	12	male	wild type control	2545	normal diet	56	UCSD	FALSE	H-7	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	male	not specified	1	410661		Mak_dapensutrile	363205645	1 pellet					0	not applicable	wild type control	WT_RC_male	WT_RC	1	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	1	Ctns vs WT, baseline study	WT_RC_male_12		12	15108.2545.WT.normaldiet.male.12mo.fecal	15108.2545.WT.sub1.12mo.fecal	unknown	249	1
MSV000093184	15108_2545_WT_normaldiet_serum_CtnsvsWTbaseline_serum.mzML	animal	biofluid	10095|Mus sp.	2024	blood draw, venous	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2545	not applicable	male	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2545.WT.sub1.12mo.serum	MSV000093184_2545	not applicable	not applicable	not applicable	15108.2545.WT.sub1.12mo.serum		2022	serum sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	blood material	host-associated	USA:CA:San Diego	12	months	not specified	not specified	not specified	not specified	not specified	not specified	2545	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	12	male	wild type control	2545	normal diet	8	UCSD	FALSE	H-1	15108	30 ul frozen at -80 degree C, no additive, for metabolomics	serum	mouse metagenome	male	not specified	1	1441287		Mak_dapensutrile	363131272	30 ul					0	not applicable	wild type control	WT_RC_male	WT_RC	6	30 ul frozen at -80 degree C, no additive, for metabolomics	6	Ctns vs WT, baseline study	WT_RC_male_12		12	15108.2545.WT.normaldiet.serum.CtnsvsWTbaseline.serum	15108.2545.WT.sub1.12mo.serum	unknown	371	1
MSV000093184	15108_2545_WT_normaldiet_male_2mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2545	not applicable	male	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2545.WT.sub1.2mo.fecal	MSV000093184_2545	not applicable	not applicable	not applicable	15108.2545.WT.sub1.2mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	2	months	not specified	not specified	not specified	not specified	not specified	not specified	2545	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	2	male	wild type control	2545	normal diet	32	UCSD	FALSE	H-4	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	male	not specified	1	410661		Mak_dapensutrile	363205613	1 pellet					0	not applicable	wild type control	WT_RC_male	WT_RC	1	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	1	Ctns vs WT, baseline study	WT_RC_male_2		2	15108.2545.WT.normaldiet.male.2mo.fecal	15108.2545.WT.sub1.2mo.fecal	unknown	233	1
MSV000093184	15108_2545_WT_normaldiet_male_2mo_urine.mzML	animal	biofluid	10095|Mus sp.	2024	urine, spot	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2545	not applicable	male	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2545.WT.sub1.2mo.urine	MSV000093184_2545	not applicable	not applicable	not applicable	15108.2545.WT.sub1.2mo.urine		2022	urine sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	urinary material	host-associated	USA:CA:San Diego	2	months	not specified	not specified	not specified	not specified	not specified	not specified	2545	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	2	male	wild type control	2545	normal diet	56	UCSD	FALSE	H-7	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	urine	mouse metagenome	male	not specified	1	1441287		Mak_dapensutrile	363189893	35 ul					0	not applicable	wild type control	WT_RC_male	WT_RC	2	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	2	Ctns vs WT, baseline study	WT_RC_male_2		2	15108.2545.WT.normaldiet.male.2mo.urine	15108.2545.WT.sub1.2mo.urine	unknown	499	1
MSV000093184	15108_2545_WT_normaldiet_male_4mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2545	not applicable	male	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2545.WT.sub1.4mo.fecal	MSV000093184_2545	not applicable	not applicable	not applicable	15108.2545.WT.sub1.4mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	4	months	not specified	not specified	not specified	not specified	not specified	not specified	2545	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	4	male	wild type control	2545	normal diet	38	UCSD	FALSE	F-5	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	male	not specified	1	410661		Mak_dapensutrile	363205620	1 pellet					0	not applicable	wild type control	WT_RC_male	WT_RC	1	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	1	Ctns vs WT, baseline study	WT_RC_male_4		4	15108.2545.WT.normaldiet.male.4mo.fecal	15108.2545.WT.sub1.4mo.fecal	unknown	303	1
MSV000093184	15108_2545_WT_normaldiet_male_6mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2545	not applicable	male	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2545.WT.sub1.6mo.fecal	MSV000093184_2545	not applicable	not applicable	not applicable	15108.2545.WT.sub1.6mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	6	months	not specified	not specified	not specified	not specified	not specified	not specified	2545	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	6	male	wild type control	2545	normal diet	44	UCSD	FALSE	D-6	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	male	not specified	1	410661		Mak_dapensutrile	363205609	1 pellet					0	not applicable	wild type control	WT_RC_male	WT_RC	1	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	1	Ctns vs WT, baseline study	WT_RC_male_6		6	15108.2545.WT.normaldiet.male.6mo.fecal	15108.2545.WT.sub1.6mo.fecal	unknown	313	1
MSV000093184	15108_2545_WT_normaldiet_male_9mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2545	not applicable	male	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2545.WT.sub1.9mo.fecal	MSV000093184_2545	not applicable	not applicable	not applicable	15108.2545.WT.sub1.9mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	9	months	not specified	not specified	not specified	not specified	not specified	not specified	2545	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	9	male	wild type control	2545	normal diet	50	UCSD	FALSE	B-7	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	male	not specified	1	410661		Mak_dapensutrile	363205606	1 pellet					0	not applicable	wild type control	WT_RC_male	WT_RC	1	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	1	Ctns vs WT, baseline study	WT_RC_male_9		9	15108.2545.WT.normaldiet.male.9mo.fecal	15108.2545.WT.sub1.9mo.fecal	unknown	265	1
MSV000093184	15108_2546_WT_normaldiet_male_12mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2546	not applicable	male	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2546.WT.sub1.12mo.fecal	MSV000093184_2546	not applicable	not applicable	not applicable	15108.2546.WT.sub1.12mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	12	months	not specified	not specified	not specified	not specified	not specified	not specified	2546	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	12	male	wild type control	2546	normal diet	57	UCSD	FALSE	A-8	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	male	not specified	1	410661		Mak_dapensutrile	363205623	1 pellet					0	not applicable	wild type control	WT_RC_male	WT_RC	1	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	1	Ctns vs WT, baseline study	WT_RC_male_12		12	15108.2546.WT.normaldiet.male.12mo.fecal	15108.2546.WT.sub1.12mo.fecal	unknown	320	1
MSV000093184	15108_2546_WT_normaldiet_serum_CtnsvsWTbaseline_serum.mzML	animal	biofluid	10095|Mus sp.	2024	blood draw, venous	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2546	not applicable	male	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2546.WT.sub1.12mo.serum	MSV000093184_2546	not applicable	not applicable	not applicable	15108.2546.WT.sub1.12mo.serum		2022	serum sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	blood material	host-associated	USA:CA:San Diego	12	months	not specified	not specified	not specified	not specified	not specified	not specified	2546	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	12	male	wild type control	2546	normal diet	9	UCSD	FALSE	A-2	15108	30 ul frozen at -80 degree C, no additive, for metabolomics	serum	mouse metagenome	male	not specified	1	1441287		Mak_dapensutrile	363131257	30 ul					0	not applicable	wild type control	WT_RC_male	WT_RC	6	30 ul frozen at -80 degree C, no additive, for metabolomics	6	Ctns vs WT, baseline study	WT_RC_male_12		12	15108.2546.WT.normaldiet.serum.CtnsvsWTbaseline.serum	15108.2546.WT.sub1.12mo.serum	unknown	430	1
MSV000093184	15108_2546_WT_normaldiet_male_2mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2546	not applicable	male	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2546.WT.sub1.2mo.fecal	MSV000093184_2546	not applicable	not applicable	not applicable	15108.2546.WT.sub1.2mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	2	months	not specified	not specified	not specified	not specified	not specified	not specified	2546	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	2	male	wild type control	2546	normal diet	33	UCSD	FALSE	A-5	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	male	not specified	1	410661		Mak_dapensutrile	363205614	1 pellet					0	not applicable	wild type control	WT_RC_male	WT_RC	1	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	1	Ctns vs WT, baseline study	WT_RC_male_2		2	15108.2546.WT.normaldiet.male.2mo.fecal	15108.2546.WT.sub1.2mo.fecal	unknown	292	1
MSV000093184	15108_2546_WT_normaldiet_male_2mo_urine.mzML	animal	biofluid	10095|Mus sp.	2024	urine, spot	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2546	not applicable	male	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2546.WT.sub1.2mo.urine	MSV000093184_2546	not applicable	not applicable	not applicable	15108.2546.WT.sub1.2mo.urine		2022	urine sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	urinary material	host-associated	USA:CA:San Diego	2	months	not specified	not specified	not specified	not specified	not specified	not specified	2546	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	2	male	wild type control	2546	normal diet	57	UCSD	FALSE	A-8	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	urine	mouse metagenome	male	not specified	1	1441287		Mak_dapensutrile	363189878	35 ul					0	not applicable	wild type control	WT_RC_male	WT_RC	2	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	2	Ctns vs WT, baseline study	WT_RC_male_2		2	15108.2546.WT.normaldiet.male.2mo.urine	15108.2546.WT.sub1.2mo.urine	unknown	500	1
MSV000093184	15108_2546_WT_normaldiet_male_4mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2546	not applicable	male	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2546.WT.sub1.4mo.fecal	MSV000093184_2546	not applicable	not applicable	not applicable	15108.2546.WT.sub1.4mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	4	months	not specified	not specified	not specified	not specified	not specified	not specified	2546	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	4	male	wild type control	2546	normal diet	39	UCSD	FALSE	G-5	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	male	not specified	1	410661		Mak_dapensutrile	363205588	1 pellet					0	not applicable	wild type control	WT_RC_male	WT_RC	1	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	1	Ctns vs WT, baseline study	WT_RC_male_4		4	15108.2546.WT.normaldiet.male.4mo.fecal	15108.2546.WT.sub1.4mo.fecal	unknown	246	1
MSV000093184	15108_2546_WT_normaldiet_male_6mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2546	not applicable	male	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2546.WT.sub1.6mo.fecal	MSV000093184_2546	not applicable	not applicable	not applicable	15108.2546.WT.sub1.6mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	6	months	not specified	not specified	not specified	not specified	not specified	not specified	2546	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	6	male	wild type control	2546	normal diet	45	UCSD	FALSE	E-6	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	male	not specified	1	410661		Mak_dapensutrile	363205601	1 pellet					0	not applicable	wild type control	WT_RC_male	WT_RC	1	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	1	Ctns vs WT, baseline study	WT_RC_male_6		6	15108.2546.WT.normaldiet.male.6mo.fecal	15108.2546.WT.sub1.6mo.fecal	unknown	243	1
MSV000093184	15108_2546_WT_normaldiet_male_9mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2546	not applicable	male	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2546.WT.sub1.9mo.fecal	MSV000093184_2546	not applicable	not applicable	not applicable	15108.2546.WT.sub1.9mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	9	months	not specified	not specified	not specified	not specified	not specified	not specified	2546	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	9	male	wild type control	2546	normal diet	51	UCSD	FALSE	C-7	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	male	not specified	1	410661		Mak_dapensutrile	363205632	1 pellet					0	not applicable	wild type control	WT_RC_male	WT_RC	1	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	1	Ctns vs WT, baseline study	WT_RC_male_9		9	15108.2546.WT.normaldiet.male.9mo.fecal	15108.2546.WT.sub1.9mo.fecal	unknown	239	1
MSV000093184	15108_2547_WT_normaldiet_male_12mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2547	not applicable	male	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2547.WT.sub1.12mo.fecal	MSV000093184_2547	not applicable	not applicable	not applicable	15108.2547.WT.sub1.12mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	12	months	not specified	not specified	not specified	not specified	not specified	not specified	2547	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	12	male	wild type control	2547	normal diet	58	UCSD	FALSE	B-8	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	male	not specified	1	410661		Mak_dapensutrile	363205631	1 pellet					0	not applicable	wild type control	WT_RC_male	WT_RC	1	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	1	Ctns vs WT, baseline study	WT_RC_male_12		12	15108.2547.WT.normaldiet.male.12mo.fecal	15108.2547.WT.sub1.12mo.fecal	unknown	280	1
MSV000093184	15108_2547_WT_normaldiet_serum_CtnsvsWTbaseline_serum.mzML	animal	biofluid	10095|Mus sp.	2024	blood draw, venous	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2547	not applicable	male	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2547.WT.sub1.12mo.serum	MSV000093184_2547	not applicable	not applicable	not applicable	15108.2547.WT.sub1.12mo.serum		2022	serum sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	blood material	host-associated	USA:CA:San Diego	12	months	not specified	not specified	not specified	not specified	not specified	not specified	2547	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	12	male	wild type control	2547	normal diet	10	UCSD	FALSE	B-2	15108	30 ul frozen at -80 degree C, no additive, for metabolomics	serum	mouse metagenome	male	not specified	1	1441287		Mak_dapensutrile	363131258	30 ul					0	not applicable	wild type control	WT_RC_male	WT_RC	6	30 ul frozen at -80 degree C, no additive, for metabolomics	6	Ctns vs WT, baseline study	WT_RC_male_12		12	15108.2547.WT.normaldiet.serum.CtnsvsWTbaseline.serum	15108.2547.WT.sub1.12mo.serum	unknown	359	1
MSV000093184	15108_2547_WT_normaldiet_male_2mo_fecal.mzML	animal	biofluid	10095|Mus sp.	2024	feces	ethanol (95%)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	2547	not applicable	male	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	United States of America	not applicable	not applicable	not applicable	15108.2547.WT.sub1.2mo.fecal	MSV000093184_2547	not applicable	not applicable	not applicable	15108.2547.WT.sub1.2mo.fecal		2022	fecal sample	not applicable	TRUE	193	Host-associated	Host-associated (non-saline)	Animal (non-saline)		urban biome	animal-associated habita	feces	host-associated	USA:CA:San Diego	2	months	not specified	not specified	not specified	not specified	not specified	not specified	2547	not specified	not specified	not specified	not applicable	0	0	0	32.5	-117.25	2	male	wild type control	2547	normal diet	34	UCSD	FALSE	B-5	15108	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	feces	mouse gut metagenome	male	not specified	1	410661		Mak_dapensutrile	363205590	1 pellet					0	not applicable	wild type control	WT_RC_male	WT_RC	1	admix with 400 ul 95% ETOH, kept at -80 degree C prior to sending to Knight's lab	1	Ctns vs WT, baseline study	WT_RC_male_2		2	15108.2547.WT.normaldiet.male.2mo.fecal	15108.2547.WT.sub1.2mo.fecal	unknown	310	1
